name,institution,homepage,scholarid,region,countryabbrv,Gender
Bryan Ford,EPFL,http://www.brynosaurus.com,TwyzQP4AAAAJ,europe,ch,male
Carmela Troncoso,EPFL,http://carmelatroncoso.com,sMkt3SgAAAAJ,europe,ch,female
Christoph E. Koch,EPFL,https://people.epfl.ch/christoph.koch,JYt9T_sAAAAJ,europe,ch,male
Christoph Koch 0001,EPFL,https://people.epfl.ch/christoph.koch,JYt9T_sAAAAJ,europe,ch,male
Damir Filipovic,EPFL,https://people.epfl.ch/damir.filipovic,9HXRjPkAAAAJ,europe,ch,male
Devis Tuia,EPFL,https://people.epfl.ch/devis.tuia,p3iJiLIAAAAJ,europe,ch,male
Dimitri Van De Ville,EPFL,https://miplab.epfl.ch,kFz4LNMAAAAJ,europe,ch,male
Edouard Bugnion,EPFL,https://people.epfl.ch/edouard.bugnion,8ztj2yEAAAAJ,europe,ch,male
Eduardo del Castillo-Sánchez,EPFL,https://people.epfl.ch/eduardo.sanchez,NOSCHOLARPAGE,europe,ch,male
Emmanuel Abbe,EPFL,https://people.epfl.ch/emmanuel.abbe,NOSCHOLARPAGE,europe,ch,male
Emre Telatar,EPFL,https://people.epfl.ch/emre.telatar,8fiH7UkAAAAJ,europe,ch,male
Florent Krzakala,EPFL,https://people.epfl.ch/florent.krzakala,3jDeUlMAAAAJ,europe,ch,male
François Fleuret,EPFL,https://people.epfl.ch/francois.fleuret,Bj1tRlsAAAAJ,europe,ch,male
Friedrich Eisenbrand,EPFL,https://people.epfl.ch/friedrich.eisenbrand,nnifvacAAAAJ,europe,ch,male
George Candea,EPFL,http://dslab.epfl.ch/people/candea,Yd-SGH8AAAAJ,europe,ch,male
Giovanni De Micheli,EPFL,http://si2.epfl.ch/~demichel,7SUnVDsAAAAJ,europe,ch,male
Haitham Al-Hassanieh,EPFL,http://haitham.ece.illinois.edu,s5-hnX8AAAAJ,europe,ch,male
Haitham Hassanieh,EPFL,http://haitham.ece.illinois.edu,s5-hnX8AAAAJ,europe,ch,male
I. Emre Telatar,EPFL,https://people.epfl.ch/emre.telatar,8fiH7UkAAAAJ,europe,ch,unknown
James R. Larus,EPFL,https://people.epfl.ch/james.larus,xWZTGPUAAAAJ,europe,ch,male
Jean-Pierre Hubaux,EPFL,https://people.epfl.ch/jean-pierre.hubaux,W7YBLlEAAAAJ,europe,ch,male
Jean-Yves Le Boudec,EPFL,https://people.epfl.ch/jean-yves.leboudec,hLj70l8AAAAJ,europe,ch,unknown
Jeffrey Huang,EPFL,https://people.epfl.ch/jeffrey.huang,Ehxp2YIAAAAJ,europe,ch,male
Jim R. Larus,EPFL,https://people.epfl.ch/james.larus,xWZTGPUAAAAJ,europe,ch,male
Karl Aberer,EPFL,http://lsir.epfl.ch/aberer,ifU81ikAAAAJ,europe,ch,male
Katerina J. Argyraki,EPFL,https://people.epfl.ch/katerina.argyraki,TvV_SVwAAAAJ,europe,ch,female
Lenka Zdeborová,EPFL,https://people.epfl.ch/lenka.zdeborova,gkCjy_UAAAAJ,europe,ch,female
Marcel Salathé,EPFL,http://salathelab.epfl.ch,_wHMGkUAAAAJ,europe,ch,male
Mark Pauly,EPFL,http://lgg.epfl.ch/people.php,bY63wY8AAAAJ,europe,ch,male
Markus Pauly,EPFL,http://lgg.epfl.ch/publications.php,TSGyT-EAAAAJ,europe,ch,male
Martin Jaggi,EPFL,https://people.epfl.ch/martin.jaggi,r1TJBr8AAAAJ,europe,ch,male
Martin Odersky,EPFL,http://lampwww.epfl.ch/~odersky,LbRD9tEAAAAJ,europe,ch,male
Martin Rohrmeier,EPFL,https://people.epfl.ch/martin.rohrmeier,rsGh_pAAAAAJ,europe,ch,male
Martin Vetterli,EPFL,http://lcav.epfl.ch/martin.vetterli,YQcU3NYAAAAJ,europe,ch,male
Mathias Payer,EPFL,https://nebelwelt.net,9cFCY5wAAAAJ,europe,ch,male
Matthias Grossglauser,EPFL,http://icapeople.epfl.ch/grossglauser,0PNdFHcAAAAJ,europe,ch,male
Michael C. Gastpar,EPFL,https://people.epfl.ch/michael.gastpar,IQ3hcw4AAAAJ,europe,ch,male
Michael Gastpar,EPFL,https://people.epfl.ch/michael.gastpar,IQ3hcw4AAAAJ,europe,ch,male
Michael Kapralov,EPFL,http://theory.epfl.ch/kapralov,NOSCHOLARPAGE,europe,ch,male
Mika Göös,EPFL,https://theory.stanford.edu/~mika,E1U3GIcAAAAJ,europe,ch,male
Mikhail Kapralov,EPFL,http://theory.epfl.ch/kapralov,NOSCHOLARPAGE,europe,ch,male
Mohammad Amin Shokrollahi,EPFL,https://people.epfl.ch/amin.shokrollahi,ho_asq8AAAAJ,europe,ch,male
Natassa Ailamaki,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,europe,ch,unknown
Negar Kiyavash,EPFL,https://people.epfl.ch/negar.kiyavash,7tBDvOwAAAAJ,europe,ch,female
Nicolas Boumal,EPFL,https://people.epfl.ch/nicolas.boumal,o6tPrZAAAAAJ,europe,ch,male
Nicolas Flammarion,EPFL,https://people.epfl.ch/nicolas.flammarion,7nVGYfgAAAAJ,europe,ch,male
Ola Svensson,EPFL,http://theory.epfl.ch/osven,Nc2RiF4AAAAJ,europe,ch,male
Paolo Ienne,EPFL,https://people.epfl.ch/101954,oB0wsDcAAAAJ,europe,ch,male
Pascal Frossard,EPFL,https://people.epfl.ch/pascal.frossard,-Ve9sJ0AAAAJ,europe,ch,male
Pascal Fua,EPFL,https://people.epfl.ch/pascal.fua/bio?lang=en,kzFmAkYAAAAJ,europe,ch,male
Patrick Thiran,EPFL,https://people.epfl.ch/patrick.thiran,7Ek7pqgAAAAJ,europe,ch,male
Pierre Dillenbourg,EPFL,https://people.epfl.ch/pierre.dillenbourg,1m1CqEEAAAAJ,europe,ch,male
Pierre Vandergheynst,EPFL,https://people.epfl.ch/pierre.vandergheynst,1p9NOFEAAAAJ,europe,ch,male
Rachid Guerraoui,EPFL,http://lpdwww.epfl.ch/rachid,_TR-7CEAAAAJ,europe,ch,male
Robert West 0001,EPFL,https://people.epfl.ch/robert.west,ZiFn598AAAAJ,europe,ch,male
Rüdiger L. Urbanke,EPFL,https://people.epfl.ch/rudiger.urbanke,vFWw1NoAAAAJ,europe,ch,male
Sabine Süsstrunk,EPFL,http://ivrl.epfl.ch/people/susstrunk,EX3OYP4AAAAJ,europe,ch,female
Sanidhya Kashyap,EPFL,https://sanidhya.github.io,rJTH4mYAAAAJ,europe,ch,unknown
Serge Vaudenay,EPFL,http://lasecwww.epfl.ch/~vaudenay,ub25b48AAAAJ,europe,ch,male
Viktor Kuncak,EPFL,http://lara.epfl.ch/~kuncak,kmoklesAAAAJ,europe,ch,male
Volkan Cevher,EPFL,https://people.epfl.ch/volkan.cevher,hlWhzU8AAAAJ,europe,ch,male
Wenzel Jakob,EPFL,https://people.epfl.ch/wenzel.jakob,J4SmwaQAAAAJ,europe,ch,male
Wulfram Gerstner,EPFL,http://lcn.epfl.ch/~gerstner,dqBH37QAAAAJ,europe,ch,unknown
Aimin Hao,Beihang University,http://scse.buaa.edu.cn/info/1078/2654.htm,NOSCHOLARPAGE,asia,cn,unknown
Baolin Yin,Beihang University,http://scse.buaa.edu.cn/info/1037/2909.htm,NOSCHOLARPAGE,asia,cn,unknown
Biao Leng,Beihang University,http://scse.buaa.edu.cn/info/1024/2975.htm,zQqJW3gAAAAJ,asia,cn,andy
Bo Lang,Beihang University,http://scse.buaa.edu.cn/info/1078/2660.htm,NOSCHOLARPAGE,asia,cn,male
Bo Li 0005,Beihang University,http://scse.buaa.edu.cn/info/1078/2639.htm,NOSCHOLARPAGE,asia,cn,male
Caiwe De,Beihang University,http://scse.buaa.edu.cn/info/1015/2905.htm,NOSCHOLARPAGE,asia,cn,unknown
Chao Liu 0002,Beihang University,http://scse.buaa.edu.cn/info/1078/2640.htm,NOSCHOLARPAGE,asia,cn,andy
Chunhe Xia,Beihang University,http://scse.buaa.edu.cn/info/1078/2651.htm,NOSCHOLARPAGE,asia,cn,unknown
Chunming Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2988.htm,NOSCHOLARPAGE,asia,cn,unknown
Depei Qian,Beihang University,http://scse.buaa.edu.cn/info/1029/2906.htm,tl9JLZkAAAAJ,asia,cn,unknown
Di Huang 0001,Beihang University,http://irip.buaa.edu.cn/dihuang,rTQ9XoQAAAAJ,asia,cn,female
Dianfu Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2638.htm,NOSCHOLARPAGE,asia,cn,unknown
Feng Lu 0005,Beihang University,http://shi.buaa.edu.cn/lufeng,NOSCHOLARPAGE,asia,cn,andy
Hailong Sun 0001,Beihang University,http://act.buaa.edu.cn/hsun,HWOWCdcAAAAJ,asia,cn,unknown
Hongxu Jiang,Beihang University,http://scse.buaa.edu.cn/info/1022/3017.htm,NOSCHOLARPAGE,asia,cn,unknown
Jia Li 0003,Beihang University,http://arts.buaa.edu.cn/staff/jiali/index.htm,BfWMlE4AAAAJ,asia,cn,andy
Jianwei Niu 0002,Beihang University,http://scse.buaa.edu.cn/info/1078/2664.htm,NOSCHOLARPAGE,asia,cn,unknown
Jianxin Li 0002,Beihang University,http://act.buaa.edu.cn/lijx,EY2lqD0AAAAJ,asia,cn,unknown
Jingyuan Wang,Beihang University,https://www.bigscity.com/jingyuan-wang,qsLImx8AAAAJ,asia,cn,unknown
Jinpeng Huai,Beihang University,http://act.buaa.edu.cn/huaijp,NOSCHOLARPAGE,asia,cn,unknown
Kai Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2961.htm,NOSCHOLARPAGE,asia,cn,male
Ke Xu 0001,Beihang University,http://sites.nlsde.buaa.edu.cn/~kexu,NOSCHOLARPAGE,asia,cn,andy
Limin Xiao,Beihang University,http://scse.buaa.edu.cn/info/1078/2653.htm,NOSCHOLARPAGE,asia,cn,unknown
Mingfa Zhu,Beihang University,http://scse.buaa.edu.cn/info/1078/2635.htm,NOSCHOLARPAGE,asia,cn,unknown
Qinping Zhao,Beihang University,http://scse.buaa.edu.cn/info/1084/2894.htm,NOSCHOLARPAGE,asia,cn,unknown
Qizhi Xu,Beihang University,http://scse.buaa.edu.cn/info/1036/3025.htm,NOSCHOLARPAGE,asia,cn,unknown
Richong Zhang,Beihang University,http://act.buaa.edu.cn/zhangrc,bjFPXksAAAAJ,asia,cn,unknown
Sebastian Wandelt,Beihang University,http://m3nets.de/group/sw.html,lL0jebkAAAAJ,asia,cn,male
Shilong Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2644.htm,NOSCHOLARPAGE,asia,cn,unknown
Shuai Li 0001,Beihang University,http://scse.buaa.edu.cn/info/1024/3022.htm,NOSCHOLARPAGE,asia,cn,unknown
Shuai Ma 0001,Beihang University,http://mashuai.buaa.edu.cn,vJUjFpQAAAAJ,asia,cn,unknown
Shuzhen Yao,Beihang University,http://scse.buaa.edu.cn/info/1078/2649.htm,NOSCHOLARPAGE,asia,cn,unknown
Si Liu 0001,Beihang University,http://www.colalab.org/people,bqV8WoIAAAAJ,asia,cn,andy
Wei Li 0022,Beihang University,http://sites.nlsde.buaa.edu.cn/~liwei,NOSCHOLARPAGE,asia,cn,andy
Wei Wu 0008,Beihang University,http://scse.buaa.edu.cn/info/1078/2642.htm,NOSCHOLARPAGE,asia,cn,andy
Weifeng Lv,Beihang University,http://scse.buaa.edu.cn/info/1078/2658.htm,NOSCHOLARPAGE,asia,cn,unknown
Wenzhong Tang,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=15386,NOSCHOLARPAGE,asia,cn,unknown
Xiang Gao 0012,Beihang University,https://gaoxiang9430.github.io,nML3tzkAAAAJ,asia,cn,andy
Xiang Long,Beihang University,http://scse.buaa.edu.cn/info/1078/2641.htm,NOSCHOLARPAGE,asia,cn,andy
Xianglong Liu 0001,Beihang University,http://www.nlsde.buaa.edu.cn/~xlliu,8VY7ZDcAAAAJ,asia,cn,unknown
Xiao Bai 0001,Beihang University,http://scse.buaa.edu.cn/info/1014/2952.htm,NOSCHOLARPAGE,asia,cn,andy
Xiao-Ming Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3052.htm,NOSCHOLARPAGE,asia,cn,andy
Xiaoming Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3052.htm,NOSCHOLARPAGE,asia,cn,unknown
Xudong Liu 0001,Beihang University,http://scse.buaa.edu.cn/info/1078/2646.htm,NOSCHOLARPAGE,asia,cn,unknown
Xukun Shen,Beihang University,http://scse.buaa.edu.cn/info/1078/2650.htm,NOSCHOLARPAGE,asia,cn,unknown
Yongfei Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3014.htm,5nKXtoUAAAAJ,asia,cn,unknown
Yongxin Tong,Beihang University,http://sites.nlsde.buaa.edu.cn/~yxtong,aeCHfDIAAAAJ,asia,cn,unknown
Yue Qi,Beihang University,http://scse.buaa.edu.cn/info/1078/2661.htm,NOSCHOLARPAGE,asia,cn,andy
Yuebin Bai,Beihang University,http://scse.buaa.edu.cn/info/1078/2662.htm,NOSCHOLARPAGE,asia,cn,unknown
Yunhong Wang,Beihang University,http://irip.buaa.edu.cn/yhwang,0ez7lA0AAAAJ,asia,cn,unknown
Zhang Xiong 0001,Beihang University,http://scse.buaa.edu.cn/info/1078/2637.htm,NOSCHOLARPAGE,asia,cn,andy
Zhong Zhou,Beihang University,http://scse.buaa.edu.cn/info/1078/2679.htm,sWbTqxEAAAAJ,asia,cn,andy
Zhou-Jun Li,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=119802,NOSCHOLARPAGE,asia,cn,unknown
Zhoujun Li,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=119802,NOSCHOLARPAGE,asia,cn,unknown
Zhoujun Li 0001,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=119802,NOSCHOLARPAGE,asia,cn,unknown
Aisling Ann O'Kane,University of Bristol,https://research-information.bris.ac.uk/en/persons/aisling-a-okane,iclMxTUAAAAJ,europe,uk,female
Andrew Calway,University of Bristol,http://people.cs.bris.ac.uk/~andrew,jtlbdOoAAAAJ,europe,uk,male
Andrew D. Calway,University of Bristol,http://people.cs.bris.ac.uk/~andrew,jtlbdOoAAAAJ,europe,uk,male
Anne Roudaut,University of Bristol,https://anneroudaut.fr,0gXUbkcAAAAJ,europe,uk,female
Atau Tanaka,University of Bristol,http://ataut.net,4mgdxrUAAAAJ,europe,uk,unknown
Awais Rashid,University of Bristol,https://research-information.bris.ac.uk/en/persons/awais-rashid,pI5g2hIAAAAJ,europe,uk,unknown
Bogdan Warinschi,University of Bristol,http://people.cs.bris.ac.uk/~bogdan,kS0oatgAAAAJ,europe,uk,male
Chloe Martindale,University of Bristol,https://www.martindale.info,AKpOGBkAAAAJ,europe,uk,female
Chris Preist,University of Bristol,https://research-information.bris.ac.uk/en/persons/chris-w-preist,rfoJfMgAAAAJ,europe,uk,mostly_male
Christian Konrad,University of Bristol,http://people.cs.bris.ac.uk/~konrad,pUijx84AAAAJ,europe,uk,male
Cian O'Donnell,University of Bristol,http://www.bris.ac.uk/engineering/people/cian-odonnell/index.html,KGKHB2QAAAAJ,europe,uk,male
Colin J. Dalton,University of Bristol,https://research-information.bris.ac.uk/en/persons/colin-j-dalton,ZULoU6wAAAAJ,europe,uk,male
Conor J. Houghton,University of Bristol,https://conorhoughton.github.io,VoP4kDQAAAAJ,europe,uk,male
Cristina David,University of Bristol,https://cristina-david.github.io,vYMFFRgAAAAJ,europe,uk,female
Dan Page,University of Bristol,http://www.cs.bris.ac.uk/~page,z55uDZcAAAAJ,europe,uk,male
Dan Schien,University of Bristol,https://research-information.bris.ac.uk/en/persons/daniel-schien,4C7fitQAAAAJ,europe,uk,male
Daniel Page,University of Bristol,http://www.cs.bris.ac.uk/~page,z55uDZcAAAAJ,europe,uk,male
Daniel Schien,University of Bristol,https://research-information.bris.ac.uk/en/persons/daniel-schien,4C7fitQAAAAJ,europe,uk,male
Dave Bull 0001,University of Bristol,https://david-bull.github.io,WraDXlkAAAAJ,europe,uk,male
Dave Cliff,University of Bristol,https://www.cs.bris.ac.uk/~dc,DmIm-UMAAAAJ,europe,uk,male
David May,University of Bristol,https://www.cs.bris.ac.uk/~dave,LkODstgAAAAJ,europe,uk,male
David R. Bull,University of Bristol,https://david-bull.github.io,WraDXlkAAAAJ,europe,uk,male
David T. Cliff,University of Bristol,https://www.cs.bris.ac.uk/~dc,DmIm-UMAAAAJ,europe,uk,male
Dima Damen,University of Bristol,https://dimadamen.github.io,OxL9Wn8AAAAJ,europe,uk,female
Edwin D. Simpson,University of Bristol,https://research-information.bris.ac.uk/en/persons/edwin-d-simpson,SJIesOAAAAAJ,europe,uk,male
Edwin Simpson,University of Bristol,https://research-information.bris.ac.uk/en/persons/edwin-d-simpson,SJIesOAAAAAJ,europe,uk,male
François Dupressoir,University of Bristol,https://fdupress.net,gxFJ_bYAAAAJ,europe,uk,male
G. A. Kavvos,University of Bristol,https://www.lambdabetaeta.eu,yWerYFkAAAAJ,europe,uk,unknown
Georgios Alexandros Kavvos,University of Bristol,https://www.lambdabetaeta.eu,yWerYFkAAAAJ,europe,uk,male
Inah Omoronyia,University of Bristol,https://research-information.bris.ac.uk/en/persons/inah-omoronyia,BWgdh1wAAAAJ,europe,uk,unknown
James Cussens,University of Bristol,https://research-information.bris.ac.uk/en/persons/james-cussens,OEFkOR0AAAAJ,europe,uk,male
John Cartlidge,University of Bristol,https://seis.bristol.ac.uk/~cszjpc,qby_M_wAAAAJ,europe,uk,male
John Lapinskas,University of Bristol,https://research-information.bris.ac.uk/en/persons/john-a-lapinskas,fEZUoPwAAAAJ,europe,uk,male
Jon Bird,University of Bristol,https://research-information.bris.ac.uk/en/persons/jon-bird,iE-i_S4AAAAJ,europe,uk,male
Joseph Hallett,University of Bristol,https://research-information.bris.ac.uk/en/persons/joseph-hallett,oKKh88YAAAAJ,europe,uk,male
Julian Gough,University of Bristol,http://bioinformatics.bris.ac.uk/people/julian_gough.html,7p6iOO4AAAAJ,europe,uk,male
Kerstin Eder,University of Bristol,http://www.bris.ac.uk/engineering/people/kerstin-i-eder/index.html,SyDaZIoAAAAJ,europe,uk,female
Kerstin I. Eder,University of Bristol,http://www.bris.ac.uk/engineering/people/kerstin-i-eder/index.html,SyDaZIoAAAAJ,europe,uk,female
Kirsten Cater,University of Bristol,https://www.cs.bris.ac.uk/~cater,NOSCHOLARPAGE,europe,uk,female
Kirsten F. Cater,University of Bristol,https://www.cs.bris.ac.uk/~cater,NOSCHOLARPAGE,europe,uk,female
Laurence Aitchison,University of Bristol,http://www.gatsby.ucl.ac.uk/~laurence,DF9khKUAAAAJ,europe,uk,female
Majid Mirmehdi,University of Bristol,http://www.cs.bris.ac.uk/~majid,NsW3yAwAAAAJ,europe,uk,male
Matthew Edwards 0001,University of Bristol,https://research-information.bris.ac.uk/en/persons/matthew-edwards,vsZcXMgAAAAJ,europe,uk,male
Matthew John Edwards,University of Bristol,https://research-information.bris.ac.uk/en/persons/matthew-edwards,vsZcXMgAAAAJ,europe,uk,male
Meng Wang 0002,University of Bristol,https://mengwangoxf.github.io,NwDbSggAAAAJ,europe,uk,andy
Michael Wray,University of Bristol,https://mwray.github.io,gFQcKZMAAAAJ,europe,uk,male
Mike Fraser 0001,University of Bristol,https://research-information.bris.ac.uk/en/persons/mike-fraser,qxnHlVYAAAAJ,europe,uk,male
Nantheera Anantrasirichai,University of Bristol,https://pui-nantheera.github.io,40VEYswAAAAJ,europe,uk,unknown
Neill W. Campbell,University of Bristol,http://people.cs.bris.ac.uk/~campbell,NOSCHOLARPAGE,europe,uk,male
Nirav Ajmeri,University of Bristol,https://niravajmeri.github.io,aACjWd8AAAAJ,europe,uk,unknown
Nirav S. Ajmeri,University of Bristol,https://niravajmeri.github.io,aACjWd8AAAAJ,europe,uk,unknown
Oliver Ray,University of Bristol,https://www.cs.bris.ac.uk/~oray,3vwgzlUAAAAJ,europe,uk,male
Oussama Metatla,University of Bristol,https://www.ousmet.com,g7p3SB4AAAAJ,europe,uk,male
Paul Marshall,University of Bristol,https://research-information.bris.ac.uk/en/persons/paul-marshall,63UaXnIAAAAJ,europe,uk,male
Peter A. Flach,University of Bristol,https://www.cs.bris.ac.uk/~flach,o9ggd4sAAAAJ,europe,uk,male
Peter D. Bennett,University of Bristol,http://www.peteinfo.com,t_vvNfcAAAAJ,europe,uk,male
Raphaël Clifford,University of Bristol,http://www.cs.bris.ac.uk/~clifford,9hXaff4AAAAJ,europe,uk,male
Rui Ponte Costa,University of Bristol,https://research-information.bris.ac.uk/en/persons/rui-ponte-costa,otGgQKQAAAAJ,europe,uk,male
Ruzanna Chitchyan,University of Bristol,https://research-information.bris.ac.uk/en/persons/ruzanna-chitchyan,puu5arMAAAAJ,europe,uk,female
Sana Belguith,University of Bristol,https://research-information.bris.ac.uk/en/persons/sana-belguith,iZDvtRkAAAAJ,europe,uk,female
Sanjay Rawat 0001,University of Bristol,http://www.bristol.ac.uk/engineering/people/sanjay-rawat/index.html,9T1aL3wAAAAJ,europe,uk,male
Seth Bullock,University of Bristol,http://www.bristol.ac.uk/engineering/people/seth-g-bullock/index.html,wsZ5y0gAAAAJ,europe,uk,male
Simon McIntosh-Smith,University of Bristol,http://uob-hpc.github.io/SimonMS,x_NzPLoAAAAJ,europe,uk,male
Sion Hannuna,University of Bristol,https://research-information.bris.ac.uk/en/persons/sion-l-hannuna,MO5berYAAAAJ,europe,uk,male
Sridhar Adepu,University of Bristol,https://adepu-phd.github.io,sSAQkAgAAAAJ,europe,uk,unknown
Steve Gregory,University of Bristol,http://www.bris.ac.uk/engineering/people/steve-gregory/index.html,u8B4TW0AAAAJ,europe,uk,male
Steven J. Ramsay,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/steven-j-ramsay,mxxKCzcAAAAJ,europe,uk,male
Theo Tryfonas,University of Bristol,http://www.bris.ac.uk/engineering/people/theo-tryfonas/index.html,NOSCHOLARPAGE,europe,uk,male
Theodore Tryfonas,University of Bristol,http://www.bris.ac.uk/engineering/people/theo-tryfonas/index.html,NOSCHOLARPAGE,europe,uk,male
Tilo Burghardt,University of Bristol,http://www.cs.bris.ac.uk/~burghard,lqM244QAAAAJ,europe,uk,male
Tim Kovacs,University of Bristol,http://www.cs.bris.ac.uk/~kovacs,pil1zQsAAAAJ,europe,uk,male
Tom Deakin,University of Bristol,https://research-information.bris.ac.uk/en/persons/tom-deakin,LWc0z_kAAAAJ,europe,uk,male
Walterio W. Mayol,University of Bristol,http://www.cs.bris.ac.uk/~wmayol,wzdFhjUAAAAJ,europe,uk,unknown
